|6.6.6
pyrolite_1.tab                                                                                      
           2
P(bar)  
   1.0000000000000000     
   15000.090000000000     
         101
T(K)    
   200.00000000000000     
   40.000000000000000     
         101
          14
P(bar)         T(K)           rho,kg/m3      alpha,1/K      beta,1/bar     Ks,bar         Gs,bar         v0,km/s        vp,km/s        vs,km/s        s,J/K/kg       h,J/kg         cp,J/K/kg      V,J/bar/mol   
  285003.        1880.00        4436.23       0.246262E-004  0.336280E-006  0.319070E+007  0.168065E+007   8.48078        11.0651        6.15505        2466.17      -0.436134E+007   1246.91        2.23636     
  300003.        1880.00        4458.45       0.241378E-004  0.329606E-006  0.324960E+007  0.170493E+007   8.53735        11.1298        6.18388        2457.88      -0.403963E+007   1244.78        2.22521     
  315003.        1880.00        4480.34       0.236721E-004  0.323228E-006  0.330821E+007  0.172891E+007   8.59293        11.1933        6.21199        2449.79      -0.371922E+007   1242.74        2.21434     
  330003.        1880.00        4501.91       0.232275E-004  0.317126E-006  0.336656E+007  0.175261E+007   8.64758        11.2556        6.23943        2441.89      -0.340008E+007   1240.80        2.20373     
  345003.        1880.00        4523.18       0.228024E-004  0.311281E-006  0.342464E+007  0.177605E+007   8.70132        11.3167        6.26622        2434.17      -0.308218E+007   1238.95        2.19337     
  360003.        1880.00        4544.17       0.223956E-004  0.305676E-006  0.348247E+007  0.179924E+007   8.75420        11.3767        6.29241        2426.63      -0.276551E+007   1237.17        2.18324     
  375003.        1880.00        4564.87       0.220057E-004  0.300295E-006  0.354006E+007  0.182217E+007   8.80625        11.4356        6.31801        2419.25      -0.245004E+007   1235.47        2.17334     
  390003.        1880.00        4585.31       0.216317E-004  0.295124E-006  0.359742E+007  0.184487E+007   8.85750        11.4935        6.34305        2412.02      -0.213576E+007   1233.84        2.16365     
  405003.        1880.00        4605.49       0.212726E-004  0.290151E-006  0.365456E+007  0.186733E+007   8.90799        11.5505        6.36756        2404.95      -0.182265E+007   1232.27        2.15417     
  420004.        1880.00        4625.42       0.209274E-004  0.285363E-006  0.371149E+007  0.188957E+007   8.95774        11.6065        6.39155        2398.02      -0.151068E+007   1230.77        2.14489     
  435004.        1880.00        4645.11       0.205953E-004  0.280750E-006  0.376821E+007  0.191160E+007   9.00678        11.6616        6.41506        2391.22      -0.119985E+007   1229.32        2.13580     
  450004.        1880.00        4664.56       0.202755E-004  0.276301E-006  0.382474E+007  0.193342E+007   9.05514        11.7158        6.43810        2384.56       -890128.        1227.92        2.12689     
  465004.        1880.00        4683.79       0.199673E-004  0.272008E-006  0.388107E+007  0.195503E+007   9.10284        11.7693        6.46068        2378.03       -581499.        1226.57        2.11816     
  480004.        1880.00        4702.81       0.196701E-004  0.267862E-006  0.393722E+007  0.197645E+007   9.14990        11.8219        6.48283        2371.61       -273948.        1225.27        2.10959     
  495004.        1880.00        4721.61       0.193831E-004  0.263854E-006  0.399319E+007  0.199768E+007   9.19634        11.8737        6.50456        2365.32        32537.5        1224.01        2.10119     
  510004.        1880.00        4740.20       0.191060E-004  0.259979E-006  0.404898E+007  0.201872E+007   9.24218        11.9248        6.52589        2359.13        337978.        1222.80        2.09295     
  525004.        1880.00        4758.60       0.188381E-004  0.256228E-006  0.410461E+007  0.203958E+007   9.28744        11.9752        6.54683        2353.06        642386.        1221.62        2.08486     
  540004.        1880.00        4776.81       0.185789E-004  0.252596E-006  0.416007E+007  0.206027E+007   9.33215        12.0248        6.56739        2347.08        945772.        1220.48        2.07691     
  555004.        1880.00        4794.83       0.183281E-004  0.249077E-006  0.421537E+007  0.208078E+007   9.37629        12.0738        6.58759        2341.20       0.124813E+007   1219.38        2.06911     
  570004.        1880.00        4812.66       0.180852E-004  0.245665E-006  0.427053E+007  0.210113E+007   9.41994        12.1221        6.60745        2335.44       0.154956E+007   1218.31        2.06144     
  585005.        1880.00        4830.32       0.178498E-004  0.242355E-006  0.432553E+007  0.212131E+007   9.46306        12.1698        6.62696        2329.76       0.185000E+007   1217.27        2.05390     
  600005.        1880.00        4847.81       0.176215E-004  0.239143E-006  0.438038E+007  0.214133E+007   9.50568        12.2169        6.64614        2324.16       0.214945E+007   1216.26        2.04649     
  615005.        1880.00        4865.13       0.174002E-004  0.236024E-006  0.443510E+007  0.216121E+007   9.54783        12.2634        6.66502        2318.67       0.244800E+007   1215.28        2.03921     
  630005.        1880.00        4882.28       0.171852E-004  0.232994E-006  0.448968E+007  0.218093E+007   9.58951        12.3093        6.68359        2313.26       0.274560E+007   1214.33        2.03204     
  645005.        1880.00        4899.28       0.169765E-004  0.230048E-006  0.454412E+007  0.220050E+007   9.63072        12.3546        6.70185        2307.93       0.304227E+007   1213.40        2.02499     
  660005.        1880.00        4916.13       0.167737E-004  0.227184E-006  0.459844E+007  0.221993E+007   9.67149        12.3994        6.71983        2302.67       0.333804E+007   1212.50        2.01805     
  675005.        1880.00        4932.82       0.165765E-004  0.224397E-006  0.465262E+007  0.223922E+007   9.71183        12.4437        6.73753        2297.50       0.363291E+007   1211.62        2.01122     
  690005.        1880.00        4949.37       0.163848E-004  0.221685E-006  0.470668E+007  0.225837E+007   9.75175        12.4874        6.75496        2292.39       0.392689E+007   1210.76        2.00450     
  705005.        1880.00        4965.77       0.161982E-004  0.219044E-006  0.476061E+007  0.227738E+007   9.79125        12.5307        6.77212        2287.36       0.422000E+007   1209.92        1.99788     
  720005.        1880.00        4982.03       0.160166E-004  0.216472E-006  0.481443E+007  0.229627E+007   9.83035        12.5734        6.78903        2282.40       0.451225E+007   1209.11        1.99136     
  735005.        1880.00        4998.16       0.158397E-004  0.213965E-006  0.486813E+007  0.231502E+007   9.86906        12.6157        6.80569        2277.51       0.480365E+007   1208.32        1.98493     
  750006.        1880.00        5014.15       0.156674E-004  0.211522E-006  0.492171E+007  0.233364E+007   9.90739        12.6575        6.82210        2272.68       0.509420E+007   1207.54        1.97860     
  765006.        1880.00        5030.02       0.154995E-004  0.209139E-006  0.497518E+007  0.235214E+007   9.94534        12.6988        6.83828        2267.91       0.538393E+007   1206.78        1.97236     
  780006.        1880.00        5045.75       0.153358E-004  0.206814E-006  0.502855E+007  0.237052E+007   9.98293        12.7397        6.85424        2263.21       0.567284E+007   1206.04        1.96621     
  795006.        1880.00        5061.37       0.151761E-004  0.204546E-006  0.508180E+007  0.238878E+007   10.0202        12.7802        6.86996        2258.57       0.596093E+007   1205.32        1.96014     
  810006.        1880.00        5076.86       0.150203E-004  0.202331E-006  0.513495E+007  0.240692E+007   10.0571        12.8202        6.88547        2253.99       0.624823E+007   1204.61        1.95416     
  825006.        1880.00        5092.23       0.148683E-004  0.200168E-006  0.518800E+007  0.242495E+007   10.0936        12.8598        6.90077        2249.47       0.653475E+007   1203.91        1.94826     
  840006.        1880.00        5107.48       0.147198E-004  0.198056E-006  0.524095E+007  0.244286E+007   10.1298        12.8990        6.91586        2245.00       0.682047E+007   1203.24        1.94245     
  855006.        1880.00        5122.62       0.145748E-004  0.195992E-006  0.529379E+007  0.246067E+007   10.1657        12.9379        6.93075        2240.59       0.710542E+007   1202.57        1.93670     
  870006.        1880.00        5137.65       0.144332E-004  0.193975E-006  0.534654E+007  0.247836E+007   10.2013        12.9763        6.94544        2236.23       0.738962E+007   1201.92        1.93104     
  885006.        1880.00        5152.57       0.142948E-004  0.192002E-006  0.539919E+007  0.249594E+007   10.2365        13.0144        6.95994        2231.92       0.767306E+007   1201.28        1.92545     
  900006.        1880.00        5167.38       0.141595E-004  0.190073E-006  0.545175E+007  0.251343E+007   10.2715        13.0521        6.97426        2227.66       0.795575E+007   1200.66        1.91993     
  915006.        1880.00        5182.09       0.140271E-004  0.188186E-006  0.550422E+007  0.253080E+007   10.3061        13.0894        6.98838        2223.44       0.823770E+007   1200.05        1.91448     
  930007.        1880.00        5196.69       0.138977E-004  0.186339E-006  0.555659E+007  0.254807E+007   10.3405        13.1264        7.00233        2219.28       0.851893E+007   1199.45        1.90910     
  945007.        1880.00        5211.19       0.137711E-004  0.184532E-006  0.560888E+007  0.256525E+007   10.3746        13.1630        7.01611        2215.16       0.879943E+007   1198.86        1.90379     
  960007.        1880.00        5225.60       0.136471E-004  0.182763E-006  0.566107E+007  0.258233E+007   10.4083        13.1993        7.02971        2211.09       0.907922E+007   1198.28        1.89854     
  975007.        1880.00        5239.91       0.135258E-004  0.181030E-006  0.571318E+007  0.259931E+007   10.4418        13.2353        7.04315        2207.06       0.935830E+007   1197.71        1.89335     
  990007.        1880.00        5254.12       0.134070E-004  0.179333E-006  0.576521E+007  0.261619E+007   10.4751        13.2709        7.05642        2203.07       0.963668E+007   1197.15        1.88823     
 0.100501E+007   1880.00        5268.24       0.132907E-004  0.177671E-006  0.581715E+007  0.263298E+007   10.5081        13.3063        7.06953        2199.13       0.991438E+007   1196.60        1.88317     
 0.102001E+007   1880.00        5282.27       0.131767E-004  0.176041E-006  0.586900E+007  0.264968E+007   10.5408        13.3413        7.08249        2195.23       0.101914E+008   1196.06        1.87817     
 0.103501E+007   1880.00        5296.20       0.130650E-004  0.174444E-006  0.592078E+007  0.266628E+007   10.5732        13.3760        7.09530        2191.36       0.104677E+008   1195.54        1.87323     
 0.105001E+007   1880.00        5310.05       0.129556E-004  0.172879E-006  0.597247E+007  0.268280E+007   10.6054        13.4104        7.10795        2187.54       0.107434E+008   1195.02        1.86834     
 0.106501E+007   1880.00        5323.82       0.128482E-004  0.171343E-006  0.602409E+007  0.269922E+007   10.6374        13.4445        7.12045        2183.76       0.110184E+008   1194.50        1.86351     
 0.108001E+007   1880.00        5337.50       0.127430E-004  0.169838E-006  0.607560E+007  0.271558E+007   10.6691        13.4783        7.13284        2180.00       0.112927E+008   1194.00        1.85874     
 0.109501E+007   1880.00        5351.10       0.126398E-004  0.168362E-006  0.612703E+007  0.273185E+007   10.7005        13.5118        7.14508        2176.27       0.115664E+008   1193.50        1.85401     
 0.111001E+007   1880.00        5364.60       0.125386E-004  0.166911E-006  0.617847E+007  0.274798E+007   10.7318        13.5451        7.15712        2172.62       0.118395E+008   1193.02        1.84935     
 0.112501E+007   1880.00        5379.85       0.125201E-004  0.165759E-006  0.622164E+007  0.276836E+007   10.7539        13.5742        7.17342        2168.15       0.121104E+008   1192.92        1.84410     
