|6.6.6
/home/bob/software/Perple_X/example_23/in23_1.tab                                                   
           2
P(bar)  
   1.0000000000000000     
   999.99599999999998     
         251
T(K)    
   1400.0000000000000     
   100.00000000000000     
           7
          12
rho,kg/m3      alpha,1/K      beta,1/bar     Ks,bar         Gs,bar         v0,km/s        vp,km/s        vs,km/s        s,J/K/kg       h,J/kg         cp,J/K/kg      V,J/bar/mol   
  4304.559      0.2470415E-04  0.3681078E-06   2899603.       1540439.       8.207387       10.72736       5.982158       2370.141      -5698010.       1234.623       117.7597    
  4306.143      0.2466682E-04  0.3675553E-06   2903593.       1542004.       8.211522       10.73196       5.984097       2369.568      -5675758.       1234.477       117.7164    
  4307.725      0.2462962E-04  0.3670048E-06   2907582.       1543569.       8.215651       10.73656       5.986032       2368.996      -5653512.       1234.332       117.6732    
  4309.305      0.2459255E-04  0.3664561E-06   2911569.       1545132.       8.219775       10.74115       5.987963       2368.424      -5631274.       1234.187       117.6301    
  4317.127      0.2468026E-04  0.3647203E-06   2926410.       1557402.       8.233228       10.76504       6.006244       2366.736      -5610956.       1234.649       117.4169    
  4318.701      0.2464341E-04  0.3641790E-06   2930393.       1558970.       8.237329       10.76961       6.008173       2366.164      -5588768.       1234.504       117.3741    
  4320.272      0.2460668E-04  0.3636395E-06   2934375.       1560537.       8.241424       10.77417       6.010097       2365.594      -5566586.       1234.360       117.3314    
  4321.843      0.2457009E-04  0.3631019E-06   2938356.       1562103.       8.245513       10.77873       6.012019       2365.025      -5544411.       1234.216       117.2888    
  4323.411      0.2453363E-04  0.3625661E-06   2942335.       1563667.       8.249598       10.78328       6.013937       2364.457      -5522243.       1234.073       117.2463    
  4324.978      0.2449729E-04  0.3620322E-06   2946312.       1565229.       8.253676       10.78782       6.015851       2363.890      -5500081.       1233.931       117.2038    
  4326.543      0.2446109E-04  0.3615000E-06   2950288.       1566791.       8.257750       10.79236       6.017762       2363.324      -5477926.       1233.789       117.1614    
  4328.106      0.2442502E-04  0.3609697E-06   2954262.       1568350.       8.261818       10.79689       6.019669       2362.760      -5455777.       1233.647       117.1191    
  4329.667      0.2438907E-04  0.3604411E-06   2958235.       1569909.       8.265880       10.80141       6.021573       2362.196      -5433635.       1233.506       117.0768    
  4331.227      0.2435325E-04  0.3599144E-06   2962207.       1571466.       8.269937       10.80593       6.023473       2361.633      -5411499.       1233.366       117.0347    
  4342.780      0.2451377E-04  0.3574901E-06   2984147.       1590565.       8.289460       10.84201       6.051900       2360.093      -5391194.       1234.174       116.7233    
  4344.332      0.2447811E-04  0.3569724E-06   2988115.       1592133.       8.293487       10.84650       6.053802       2359.529      -5369130.       1234.033       116.6816    
  4345.882      0.2444257E-04  0.3564564E-06   2992082.       1593700.       8.297510       10.85099       6.055700       2358.966      -5347073.       1233.893       116.6400    
  3126.769      0.4973476E-04  0.1347144E-05   833281.7       280384.5       5.162357       6.213392       2.994533       2689.833     -0.1165108E+08   1282.933       162.1174    
  3130.939      0.4903162E-04  0.1331426E-05   840714.8       534656.4       5.181877       7.044188       4.132379       2688.255     -0.1162196E+08   1280.969       161.9015    
  3135.086      0.4834945E-04  0.1315980E-05   848254.7       536468.1       5.201618       7.062046       4.136635       2686.701     -0.1159284E+08   1279.086       161.6874    
  3171.864      0.4907528E-04  0.1281314E-05   870798.9       564502.5       5.239643       7.154260       4.218671       2689.176     -0.1155706E+08   1280.944       159.8126    
  3175.909      0.4845588E-04  0.1267592E-05   878110.2       566333.4       5.258241       7.171145       4.222815       2687.639     -0.1152832E+08   1279.229       159.6090    
  3179.916      0.4785836E-04  0.1254344E-05   885352.0       568151.2       5.276551       7.187801       4.226921       2686.124     -0.1149958E+08   1277.575       159.4079    
  3183.887      0.4728130E-04  0.1241540E-05   892528.3       569956.4       5.294588       7.204238       4.230990       2684.629     -0.1147084E+08   1275.980       159.2091    
  3187.822      0.4672341E-04  0.1229152E-05   899641.9       571749.5       5.312364       7.220465       4.235024       2683.154     -0.1144211E+08   1274.439       159.0126    
  3192.465      0.4609027E-04  0.1211807E-05   910266.3       574246.6       5.339753       7.245438       4.241175       2681.319     -0.1141407E+08   1272.918       158.7813    
  3196.318      0.4557600E-04  0.1200393E-05   917198.7       576013.0       5.356816       7.261107       4.245132       2679.884     -0.1138535E+08   1271.496       158.5899    
  3200.139      0.4507725E-04  0.1189315E-05   924077.7       577768.5       5.373655       7.276594       4.249057       2678.467     -0.1135663E+08   1270.118       158.4006    
  3203.930      0.4459317E-04  0.1178555E-05   930905.0       579513.4       5.390278       7.291905       4.252950       2677.067     -0.1132792E+08   1268.782       158.2131    
  3207.691      0.4412297E-04  0.1168095E-05   937683.8       581248.0       5.406696       7.307048       4.256812       2675.683     -0.1129922E+08   1267.485       158.0276    
  3211.424      0.4366591E-04  0.1157920E-05   944415.2       582972.5       5.422914       7.322029       4.260644       2674.316     -0.1127052E+08   1266.226       157.8439    
  3215.129      0.4322133E-04  0.1148016E-05   951101.5       584687.3       5.438940       7.336853       4.264446       2672.964     -0.1124184E+08   1265.003       157.6621    
  3218.806      0.4278861E-04  0.1138368E-05   957744.4       586392.6       5.454782       7.351525       4.268220       2671.627     -0.1121316E+08   1263.813       157.4819    
  3222.457      0.4236717E-04  0.1128965E-05   964345.5       588088.5       5.470446       7.366051       4.271966       2670.305     -0.1118449E+08   1262.655       157.3035    
  3226.082      0.4195648E-04  0.1119794E-05   970906.1       589775.4       5.485938       7.380435       4.275684       2668.997     -0.1115583E+08   1261.529       157.1267    
  3229.682      0.4155605E-04  0.1110846E-05   977427.9       591453.5       5.501264       7.394681       4.279375       2667.704     -0.1112717E+08   1260.431       156.9516    
  3233.258      0.4116540E-04  0.1102110E-05   983912.0       593122.9       5.516428       7.408794       4.283040       2666.424     -0.1109853E+08   1259.362       156.7780    
  3236.809      0.4078411E-04  0.1093577E-05   990360.0       594783.8       5.531437       7.422778       4.286679       2665.157     -0.1106990E+08   1258.319       156.6060    
  3240.337      0.4041178E-04  0.1085238E-05   996772.9       596436.5       5.546295       7.436635       4.290293       2663.904     -0.1104128E+08   1257.302       156.4355    
  3244.891      0.4005540E-04  0.1072782E-05   1007076.       599107.3       5.570973       7.460107       4.296870       2661.654     -0.1101455E+08   1256.566       156.2159    
  3248.362      0.3970592E-04  0.1064969E-05   1013349.       600740.7       5.585312       7.473547       4.300425       2660.425     -0.1098596E+08   1255.609       156.0491    
  3251.810      0.3936407E-04  0.1057320E-05   1019591.       602366.6       5.599516       7.486875       4.303956       2659.209     -0.1095739E+08   1254.673       155.8836    
  3255.238      0.3902956E-04  0.1049829E-05   1025804.       603985.0       5.613591       7.500094       4.307464       2658.004     -0.1092882E+08   1253.759       155.7194    
  3258.645      0.3870210E-04  0.1042491E-05   1031987.       605596.0       5.627541       7.513206       4.310950       2656.811     -0.1090026E+08   1252.864       155.5566    
  3267.519      0.3819374E-04  0.1023672E-05   1051617.       610466.1       5.673091       7.556087       4.322368       2653.718     -0.1087512E+08   1251.955       155.1342    
  3270.854      0.3788822E-04  0.1016842E-05   1057677.       612061.6       5.686513       7.568788       4.325805       2652.554     -0.1084663E+08   1251.119       154.9760    
  3274.171      0.3758871E-04  0.1010141E-05   1063712.       613650.3       5.699823       7.581394       4.329222       2651.401     -0.1081814E+08   1250.300       154.8190    
  3277.469      0.3729502E-04  0.1003566E-05   1069722.       615232.3       5.713024       7.593906       4.332617       2650.258     -0.1078967E+08   1249.498       154.6632    
  3280.749      0.3700692E-04  0.9971114E-06   1075707.       616807.8       5.726119       7.606327       4.335991       2649.125     -0.1076122E+08   1248.712       154.5085    
  3284.012      0.3672425E-04  0.9907733E-06   1081668.       618376.7       5.739111       7.618658       4.339345       2648.002     -0.1073277E+08   1247.941       154.3550    
  3287.257      0.3644681E-04  0.9845480E-06   1087606.       619939.4       5.752001       7.630903       4.342680       2646.889     -0.1070434E+08   1247.186       154.2027    
  3290.485      0.3617443E-04  0.9784318E-06   1093522.       621495.7       5.764793       7.643062       4.345994       2645.785     -0.1067592E+08   1246.445       154.0514    
  3293.696      0.3590696E-04  0.9724211E-06   1099415.       623046.0       5.777488       7.655137       4.349289       2644.690     -0.1064752E+08   1245.718       153.9012    
  3296.891      0.3564423E-04  0.9665126E-06   1105287.       624590.2       5.790090       7.667132       4.352565       2643.604     -0.1061913E+08   1245.005       153.7521    
  3315.076      0.3504407E-04  0.9334552E-06   1148022.       635460.8       5.884754       7.758141       4.378220       2636.984     -0.1060139E+08   1244.589       152.9086    
  3318.164      0.3480746E-04  0.9281937E-06   1153684.       636992.2       5.896503       7.769487       4.381453       2635.931     -0.1057313E+08   1243.939       152.7664    
  3321.236      0.3457469E-04  0.9230140E-06   1159328.       638517.9       5.908173       7.780762       4.384668       2634.886     -0.1054489E+08   1243.300       152.6250    
